,place_id,name,formatted_address,rating,user_ratings_total,types,geometry
0,ChIJRcYUZ_ao2YgR1dBoGOFg5Pw,Divine Academy of Broward | Special Needs Therapy School,"3347 N University Dr, Hollywood, FL 33024, USA",5,8,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 26.039253, 'lng': -80.24754999999999}"
0,ChIJo9BbDKGn2YgRs1tQNNV7ntQ,"Breakthrough Pediatric Speech, Occupational, Behavior & Physical Therapy | Autism Broward","12545 Orange Dr #502, 503, Davie, FL 33330, USA",4.8,17,"['physiotherapist', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 26.066497, 'lng': -80.31733000000001}"
0,ChIJyeA_ySv_v1QRUbjzCHmJHmE,Center for Autism and Related Disorders,"3400 State St Suite G-750, Salem, OR 97301, USA",5,4,"['health', 'point_of_interest', 'establishment']","{'lat': 44.927456, 'lng': -122.9917737}"
0,ChIJNRiatrIAwFQRxWVvB2OkU_M,Center For Autism & Related Disorders,"3494 Liberty Rd S, Salem, OR 97302, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 44.90536729999999, 'lng': -123.0494368}"
0,ChIJd2qfAWDDwoARqyXdYUJesdg,"Andrea Davis, PhD","685 E California Blvd, Pasadena, CA 91106, USA",5,1,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 34.1361591, 'lng': -118.1362009}"
0,ChIJEQAky7ncwoARnTVi3npATNg,Frostig School,"971 N Altadena Dr, Pasadena, CA 91107, USA",3.4,12,"['point_of_interest', 'school', 'establishment']","{'lat': 34.162928, 'lng': -118.098809}"
0,ChIJ44g8BWbz24ARjDWZy-U7vds,People's Care Autism Services,"1045 E Pennsylvania Ave, Escondido, CA 92029, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.1284655, 'lng': -117.0680657}"
0,ChIJg1PN1qLw24ARa7be9cswZXg,Center For Autism & Related Disorders,"15708 Pomerado Rd #102n, Poway, CA 92064, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.999252, 'lng': -117.058446}"
0,ChIJd8P6rIXKj4AR6ISxZ7JqH8M,Center for Autism & Related Disorders,"3170 De La Cruz Blvd Suite 107, Santa Clara, CA 95054, USA",3,1,"['health', 'point_of_interest', 'establishment']","{'lat': 37.3805019, 'lng': -121.9412729}"
0,ChIJq9QajrKm-4gRCkT11hG49-w,"Coastal Autism Therapy Center, Inc.","110 Pipemakers Cir #116, Pooler, GA 31322, USA",4.3,4,"['health', 'point_of_interest', 'establishment']","{'lat': 32.132809, 'lng': -81.2542855}"
0,ChIJDwsycuV0-4gRnU0ZKSJ8wx0,C.A.B.S. - Autism and ABA Therapy Services,"107 Southern Blvd Suite 201, Savannah, GA 31405, USA",0,0,"['point_of_interest', 'school', 'establishment']","{'lat': 31.9902175, 'lng': -81.1328415}"
0,ChIJyZqLZrB1-4gRNFAQge8kg3U,Family First Therapy,"340 Eisenhower Dr #1311, Savannah, GA 31406, USA",5,10,"['health', 'point_of_interest', 'establishment']","{'lat': 32.009551, 'lng': -81.10596}"
0,ChIJF3oMZWOf-4gRz27FYKbiPUo,C.A.B.S. - Autism and ABA Therapy Services,"107 Southern Blvd STE 201, Savannah, GA 31405, USA",0,0,"['point_of_interest', 'school', 'establishment']","{'lat': 32.0621753, 'lng': -81.1581865}"
0,ChIJW7DwLbh1-4gRfyDDJAOx4Uc,Matthew Reardon Center for Autism,"11500 Middleground Rd, Savannah, GA 31419, USA",3,2,"['point_of_interest', 'school', 'establishment']","{'lat': 31.9884795, 'lng': -81.1568696}"
0,ChIJp2XioobZ3IAR_m7g2PSbPC0,Autism Behavior Services Inc.,"2080 N Tustin Ave, Santa Ana, CA 92705, USA",0,0,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.763695, 'lng': -117.836395}"
0,ChIJvZasfyDY3IARMOQGcVB96rk,Center for Autism and Related Disorders,"12399 Lewis St Suite 202, Garden Grove, CA 92840, USA",3.5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 33.7832454, 'lng': -117.8987799}"
0,ChIJI1iQ6Z7X3IAR2GOYxo2PZAM,Acuity Behavior Solutions - ABA Therapy Orange County,"2400 E Katella Ave #800, Anaheim, CA 92806, USA",5,5,"['health', 'point_of_interest', 'establishment']","{'lat': 33.804509, 'lng': -117.882294}"
0,ChIJD0Q34XDZ3IARxZIH8YHvS4I,Childrens Learning Connection,"3111 N Tustin St #100, Orange, CA 92865, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 33.8419281, 'lng': -117.832383}"
0,ChIJlcFMQHnX3IAR0Hhxr8DuIKQ,Center for Autism & Neurodevelopmental Disorders,"2500 Red Hill Ave #100, Santa Ana, CA 92705, USA",3.7,19,"['health', 'point_of_interest', 'establishment']","{'lat': 33.70845, 'lng': -117.84129}"
0,ChIJc2VlF9zY3IARPuUZY9tT1tE,Autism Spectrum Therapies,"1526 Brookhollow Dr Suite 71, Santa Ana, CA 92705, USA",2.3,3,"['health', 'point_of_interest', 'establishment']","{'lat': 33.7138071, 'lng': -117.849252}"
0,ChIJi4tYA_Pe3IARvB-Nr8yX2gg,Autism Spectrum Consultants,"2222 Martin #170, Irvine, CA 92612, USA",4.2,5,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6723262, 'lng': -117.8598838}"
0,ChIJ3VeQ6Z7X3IAROEY7Sdd-wgI,"Intercare Therapy, Inc.","2100 W Orangewood Ave #150, Orange, CA 92868, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.79533540000001, 'lng': -117.8746571}"
0,ChIJb6u8_njX3IAR31-cOT4XqPQ,LeafWing Center,"2127 W Orangewood Ave Suite B, Orange, CA 92868, USA",2.8,4,"['health', 'point_of_interest', 'establishment']","{'lat': 33.7965369, 'lng': -117.875434}"
0,ChIJmZtlcavZ3IARzAqioNNWXkM,Regional Center of Orange County,"1525 N Tustin Ave, Santa Ana, CA 92705, USA",4.5,39,"['point_of_interest', 'establishment']","{'lat': 33.758607, 'lng': -117.833557}"
0,ChIJbZ0I_s_Z3IARDwLmfxsCs-0,CHOC Children's Main Campus Orange,"1201 W La Veta Ave, Orange, CA 92868, USA",4.1,300,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 33.7809611, 'lng': -117.866087}"
0,ChIJKaCIaZ_e3IAR_zdarb9WQjc,"ACES - Orange County, CA","16782 Von Karman Ave #11, Irvine, CA 92606, USA",3.9,7,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.6953684, 'lng': -117.8361447}"
0,ChIJ2_L8Sq3Y3IARay9sWL8sn4A,Center for Autism & Related Disorders,"3710 S Susan St Suite 150, Santa Ana, CA 92704, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6972371, 'lng': -117.9145105}"
0,ChIJ70qttJHX3IARFGcR7S27m0Q,Behavioral Health Works,"1301 E Orangewood Ave, Anaheim, CA 92805, USA",4.5,27,"['health', 'point_of_interest', 'establishment']","{'lat': 33.796735, 'lng': -117.892677}"
0,ChIJAyW51lrZ3IARIF1b3uW2BVM,Easter Seals,"1570 17th St, Santa Ana, CA 92705, USA",4,5,"['point_of_interest', 'establishment']","{'lat': 33.7597416, 'lng': -117.8463313}"
0,ChIJxwqrW6ux3IAR1LNvuuzB01Q,Center for Autism & Related Disorders,"802 Magnolia Ave #202, Corona, CA 92879, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 33.8595385, 'lng': -117.5523981}"
0,ChIJe_evW2jo3IARmn-JqPoVsKE,Autism Behavior Services Inc,"23701 Birtcher Dr, Lake Forest, CA 92630, USA",3.7,3,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.633636, 'lng': -117.716304}"
0,ChIJjwbaRWb4DogR86BBObFbwwg,Turning Pointe Autism Foundation,"1500 Ogden Ave, Naperville, IL 60540, USA",5,3,"['school', 'point_of_interest', 'establishment']","{'lat': 41.7737211, 'lng': -88.1850047}"
0,ChIJsfd34K9XDogRUpgQybJnRro,Little Friends,"140 N Wright St, Naperville, IL 60540, USA",4.3,3,"['health', 'point_of_interest', 'establishment']","{'lat': 41.776713, 'lng': -88.13878489999999}"
0,ChIJw33RvtZXDogR8M3Z0qHvnEI,Autism Service Provider & Beyond,"800 W 5th Ave #104, Naperville, IL 60563, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.7797933, 'lng': -88.1642238}"
0,ChIJK7q9BD1WDogRF8KJdgCEJlw,Caravel Autism Health,"1979 N Mill St #204, Naperville, IL 60563, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.803465, 'lng': -88.15651419999999}"
0,ChIJpRy6JF1WDogRBjRU-TILoOY,Usman Anjum I MD,"603 E Diehl Rd, Naperville, IL 60563, USA",4,4,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 41.8036389, 'lng': -88.1375037}"
0,ChIJlyjjA7BXDogRcokHQ8VCCkg,Krejci Academy/The Mansion,"619 E Franklin Ave, Naperville, IL 60540, USA",3,14,"['point_of_interest', 'school', 'establishment']","{'lat': 41.7760493, 'lng': -88.1384034}"
0,ChIJdcm_2Pj4DogRt1bonUTalu4,Camelot of Naperville,"1220 Bond St #136, Naperville, IL 60563, USA",3,12,"['school', 'point_of_interest', 'establishment']","{'lat': 41.788829, 'lng': -88.20144599999999}"
0,ChIJA54bqZBWDogRWl267nLwoBI,"Positive Behavioral Connections, Inc.","2323 Naperville Rd #265, Naperville, IL 60563, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 41.8146207, 'lng': -88.1148757}"
0,ChIJe73kM-tXDogRJtv3vS3RLGw,Little Friends,"760 S Washington St, Naperville, IL 60540, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 41.762248, 'lng': -88.148764}"
0,ChIJwXANE_z4DogRM5WaGe3BrZg,"Susan Myket, PhD & Associates","1415 Bond St # 127, Naperville, IL 60563, USA",3.7,3,"['health', 'point_of_interest', 'establishment']","{'lat': 41.7929007, 'lng': -88.2030226}"
0,ChIJQRHavtX3DogR5qjJ5xSOTo0,Little Friends Inc,"1127 Thackery Ln, Naperville, IL 60564, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 41.70985599999999, 'lng': -88.16964899999999}"
0,ChIJxYqL4kj4DogRGl3BOBqgJKY,The Neuroconnection,"1813 N Mill St Suite H, Naperville, IL 60563, USA",3.7,3,"['health', 'point_of_interest', 'establishment']","{'lat': 41.8028003, 'lng': -88.1563773}"
0,ChIJcxSFaYVXDogRHWgyRJys2T0,Walsh Research Institute,"1155 S Washington St, Naperville, IL 60540, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 41.754199, 'lng': -88.138016}"
0,ChIJVVrba6Sxt4kRDr2iUxy4nLM,Center for Autism & Related Disorders,"318 Montgomery St, Alexandria, VA 22314, United States",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 38.8135236, 'lng': -77.0414073}"
0,ChIJpYiN6TCyt4kRgLinzkSZRrg,Center for Autism & Related Disorders,"4875 Eisenhower Ave #210, Alexandria, VA 22304, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 38.8040353, 'lng': -77.1182096}"
0,ChIJbbEG5Oiyt4kRXMAlyk7S5XE,Center For Autism & Related Disorders,"5400 Shawnee Rd, Alexandria, VA 22312, USA",1,2,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 38.80576, 'lng': -77.1676291}"
0,ChIJE85kNCK0t4kRhlP7Y6KejDc,Center for Autism and Related Disorders,"4141 N Henderson Rd, Plaza Suite 8, Arlington, VA 22203, United States",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 38.8757817, 'lng': -77.10936989999999}"
0,ChIJhyIhX8mzt4kRwJ7MlmFKzPQ,"Autism Behavioral Solutions, LLC","701 N Paxton St, Alexandria, VA 22304, USA",5,6,"['health', 'point_of_interest', 'establishment']","{'lat': 38.8182731, 'lng': -77.1209038}"
0,ChIJCzcWJi2yt4kRG4CJwl1n7PE,Dominion Youth Services,"4600 Duke St, Alexandria, VA 22304, USA",5,1,"['point_of_interest', 'establishment']","{'lat': 38.8109601, 'lng': -77.1115906}"
0,ChIJqxgjyVY0w4ARJnDRwnsHEwQ,Center For Autism & Related Disorders,"2151 E Convention Center Way #103, Ontario, CA 91764, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 34.0656779, 'lng': -117.6041641}"
0,ChIJOQ79sLU1w4ARnGYvx9illEA,Rapid Recovery Hyberbarics,"9439 Archibald Ave, Rancho Cucamonga, CA 92404, USA",3.8,8,"['hospital', 'point_of_interest', 'establishment']","{'lat': 34.0822538, 'lng': -117.5927287}"
0,ChIJQeGDc-c1w4ARSDM-MFudaZA,LCS Behavioral Health Inc.,"8300 Utica Ave #259, Rancho Cucamonga, CA 91730, USA",3.7,3,"['health', 'point_of_interest', 'establishment']","{'lat': 34.1025976, 'lng': -117.5717983}"
0,ChIJIbqqLRxKw4ARkQUsVbdG71o,Collaborative Autism Management Programs,"7527 Kenwood Pl, Rancho Cucamonga, CA 91739, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 34.1167456, 'lng': -117.5325269}"
0,ChIJGV6tkOc1w4ARw9k1S9HfFtE,Lovaas Institute,"10670 Civic Center Dr # 220, Rancho Cucamonga, CA 91730, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 34.1014669, 'lng': -117.5720827}"
0,ChIJq-RmSxiHToYRzOCC4E9vq-8,Greenhouse Addiction Treatment Center,"1171 107th St, Grand Prairie, TX 75050, USA",4.1,141,"['health', 'point_of_interest', 'establishment']","{'lat': 32.7645782, 'lng': -97.0589815}"
0,ChIJgx6abjp9ToYRTegGsYW71MM,Epic Pediatric Therapy,"1351 E Bardin Rd #160, Arlington, TX 76018, USA",3.4,5,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 32.6739272, 'lng': -97.0871263}"
0,ChIJV8nq7ap5ToYRbxxZd0AM8FU,Families for Effective Autism Treatment-North Texas,"7286 Glenview Dr, Richland Hills, TX 76180, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.823561, 'lng': -97.223762}"
0,ChIJlfvxlBEq3YARw0pdsKYftMs,Autism Spectrum Interventions,"713 W Commonwealth Ave, Fullerton, CA 92832, USA",3.7,3,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 33.8704066, 'lng': -117.9382199}"
0,ChIJxwqrW6ux3IAR1LNvuuzB01Q,Center for Autism & Related Disorders,"802 Magnolia Ave #202, Corona, CA 92879, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 33.8595385, 'lng': -117.5523981}"
0,ChIJIa3BXGfI3IARUnLgERNw43c,Autism Spectrum Consultants,"1307 W 6th St Suite #121, Corona, CA 92882, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 33.8786477, 'lng': -117.5894676}"
0,ChIJ7edYgb2BI4gRlkGm2rGk1_k,Children's Autism Center,"2700 Robert T Longway Blvd, Flint, MI 48503, USA",5,8,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0249999, 'lng': -83.656494}"
0,ChIJUzG0jBuCI4gRso3P9AbzG78,"Training & Treatment Innovations, Inc.","929 Stevens St, Flint, MI 48502, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 43.013938, 'lng': -83.68311299999999}"
0,ChIJN3JNIkCCI4gREth9w843sQs,Genesee Health System,"420 W 5th Ave, Flint, MI 48503, USA",2.8,11,"['health', 'point_of_interest', 'establishment']","{'lat': 43.021279, 'lng': -83.700915}"
0,ChIJgYrpOR5_I4gRczV_oC1VCrQ,Strive Center For Autism,"G4476 Dort Hwy, Burton, MI 48529, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 42.961591, 'lng': -83.65310699999999}"
0,ChIJQ4527iCvToYRCv6q7x8wv78,"Habla Speech Therapy, PLLC (Certified Autism Center)","120 W Main St Suite 210, Mesquite, TX 75149, USA",5,1,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 32.766579, 'lng': -96.599882}"
0,ChIJNTqXRCweTIYRxPLSbZ3JUk0,Autism Treatment Center,"10503 Metric Dr, Dallas, TX 75243, USA",4.6,17,"['point_of_interest', 'establishment']","{'lat': 32.906833, 'lng': -96.703147}"
0,ChIJ3Wv9ByweTIYR31ZStUWF_h0,Autistic Treatment Center,"10610 Metric Dr # 101, Dallas, TX 75243, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.904515, 'lng': -96.70223899999999}"
0,ChIJyddam06nToYRTau5VPoUNUQ,Autism Treatment Center,"2534 Livenshire Dr, Garland, TX 75041, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.886996, 'lng': -96.65790799999999}"
0,ChIJY39Z_FPnJIgRA7QM0wrwjuo,Play-Place Autism & Special Needs Center FORMERLY Play-Place for Autistic Children,"41105 Technology Park Drive, Sterling Heights, MI 48314, United States",4.9,27,"['health', 'point_of_interest', 'establishment']","{'lat': 42.5953609, 'lng': -83.05452729999999}"
0,ChIJ1UQ4IKbcJIgRsH4FA4-ivZQ,Perspectives Counseling Centers - Sterling Heights,"4151 17 Mile Rd #D, Sterling Heights, MI 48310, United States",4.8,54,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 42.5797987, 'lng': -83.06834479999999}"
0,ChIJj4UeBtfLjocRa4Hzm74nfJI,"Behavior Care Specialists, Inc","1105 W Russell St, Sioux Falls, SD 57104, USA",4,2,"['health', 'point_of_interest', 'establishment']","{'lat': 43.5631447, 'lng': -96.7415394}"
0,ChIJr8sasQ7KjocRtc1bX-aggZk,LifeScape Disability Services,"2501 W 26th St, Sioux Falls, SD 57105, USA",2.6,7,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 43.529379, 'lng': -96.75613399999999}"
0,ChIJAfNs4P_JjocRYQKHL_U6z9A,Accelerate Center,"1908w W 42nd St, Sioux Falls, SD 57105, USA",5,2,"['point_of_interest', 'establishment']","{'lat': 43.5140998, 'lng': -96.7494914}"
0,ChIJv_JlEo21jocR3dCl3YOfD6c,Dr. Aimee Deliramich,"1020 W 18th St, Sioux Falls, SD 57105, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 43.5370189, 'lng': -96.7442629}"
0,ChIJMSl9rNy1jocRLHKkbOOKThg,Theratime,"2900 S Phillips Ave Suite 400, Sioux Falls, SD 57105, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.5181695, 'lng': -96.72594339999999}"
0,ChIJQ9M978TZ54kRYg0sfpBhfl0,Clifford W Beers Guidance Clinic Inc,"93 Edwards St, New Haven, CT 06511, USA",3.3,4,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 41.317271, 'lng': -72.9125164}"
0,ChIJ4SFomk3Y54kRREv9L_4qxII,Yale Child Study Center,"230 S Frontage Rd, New Haven, CT 06519, USA",4.3,6,"['health', 'point_of_interest', 'establishment']","{'lat': 41.3039778, 'lng': -72.9334501}"
0,ChIJp7TL4tnZ54kR4iQGtPANIIo,Clifford W Beers Crisis Services,"370 James St # 202, New Haven, CT 06513, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.3132778, 'lng': -72.904247}"
0,ChIJPbL2i1HY54kRDYdJWgOVpac,Sparrow Sara S,"800 Howard Ave, New Haven, CT 06519, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.30268400000001, 'lng': -72.9361749}"
0,ChIJ4SFomk3Y54kR8zFiQ1-LIuc,"Dr. Dorothy E. Stubbe, MD","230 S Frontage Rd, New Haven, CT 06519, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 41.3033164, 'lng': -72.9337165}"
0,ChIJEzruiVzZ54kRqKsw_zN3844,"Baron Therapy Services, LLC","15 Research Dr #1, Woodbridge, CT 06525, USA",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 41.34532979999999, 'lng': -72.9745817}"
0,ChIJp3qZ7IHY54kR8FgI9Mt4zGc,The Shoreline Center for Autism & Developmental Disorders,"377 Main St, West Haven, CT 06516, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 41.2722053, 'lng': -72.95088679999999}"
0,ChIJufCce7XZ54kRf8I6E1Z0iiE,Moss Nancy PhD,"59 Elm St #320, New Haven, CT 06510, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.3079216, 'lng': -72.9228055}"
0,ChIJ7UZNZhTZ54kR43QSvalR9NM,"Chapel Haven Schleifer Center, Inc.","1040 Whalley Ave, New Haven, CT 06515, USA",4.1,9,"['point_of_interest', 'school', 'establishment']","{'lat': 41.3281334, 'lng': -72.9645571}"
0,ChIJAQAAALDe54kRmm341ITjxrA,Applied Behavioral Strategies LLC,"360 Amity Rd, Woodbridge, CT 06525, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.35176999999999, 'lng': -72.99168100000001}"
0,ChIJp2rSkMnZ54kRwjbWxJd-3cA,Aces School,"55 Audubon St, New Haven, CT 06510, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 41.3112267, 'lng': -72.9203622}"
0,ChIJXRdGYUzY54kR1HlmrGe4iNU,Yale Child Study Center,"40 Temple St, New Haven, CT 06510, USA",0,0,"['hospital', 'point_of_interest', 'establishment']","{'lat': 41.3041443, 'lng': -72.9295202}"
0,ChIJt6zWYqbZ54kRGGnN3We-zs0,Clifford Beers,"5 Science Park, New Haven, CT 06511, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.3239895, 'lng': -72.9274968}"
0,ChIJUXnwFE7Y54kRMTZluuGhhgo,Nicole Maletta,"184 Liberty St, New Haven, CT 06519, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 41.3013845, 'lng': -72.93278719999999}"
0,ChIJWQ-l64HY54kRU-vKfIfcaJ0,Clifford W Beers Guidance: Griffith Elvin MD,"98 Elm St, West Haven, CT 06516, USA",5,3,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 41.2782209, 'lng': -72.94296539999999}"
0,ChIJRUlizbbZ54kRJwTTtMSiNK4,Yale University,"New Haven, CT 06520, USA",4.3,979,"['university', 'point_of_interest', 'establishment']","{'lat': 41.3163244, 'lng': -72.92234309999999}"
0,ChIJ4SFomk3Y54kRLRvg_vTX6VA,"James C McPartland, PhD","230 S Frontage Rd, New Haven, CT 06519, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.3039778, 'lng': -72.9334501}"
0,ChIJI2rGAcnZ54kRzefz7jgnvKo,"Prakash K. Thomas, M.D.","436 Orange St, New Haven, CT 06511, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 41.3126104, 'lng': -72.9193521}"
0,ChIJLbA-aVLY54kRrks8Vuyjnfc,Yale School of Medicine,"333 Cedar St, New Haven, CT 06510, USA",4.1,15,"['university', 'health', 'point_of_interest', 'establishment']","{'lat': 41.30323, 'lng': -72.9338698}"
0,ChIJOapYbYYCv4cRWFfI6jJjz0Y,Capper Foundation,"3500 South West 10th Avenue, Topeka, KS 66604, Topeka, KS 66606, United States",3.5,2,"['furniture_store', 'home_goods_store', 'store', 'health', 'point_of_interest', 'establishment']","{'lat': 39.051385, 'lng': -95.720829}"
0,ChIJt7Ou1d5ghYAR8KRINH4DiRM,Spectrum Center Schools,"1026 Oak Grove Rd # 11, Concord, CA 94518, USA",2,2,"['point_of_interest', 'school', 'establishment']","{'lat': 37.951092, 'lng': -122.0355326}"
0,ChIJG555-sFmhYARI_v3UyHm7eU,ACES,"1855 2nd St suite b, Concord, CA 94519, USA",1,1,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 37.9787061, 'lng': -122.0275841}"
0,ChIJ30jRmw4rbogR4JV1Hswebf8,Hopebridge Autism Therapy Center,"4655 Rosebud Ln, Newburgh, IN 47630, USA",4.4,7,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 37.96699, 'lng': -87.449354}"
0,ChIJd_5VgHXVcYgR3Utg3BS3Tv4,Harsha Autism Center,"1900 Stringtown Rd, Evansville, IN 47711, USA",5,1,"['school', 'point_of_interest', 'establishment']","{'lat': 37.9953872, 'lng': -87.5567365}"
0,ChIJfyl-s2nVcYgR5aDAsitW_w4,Autism Evansville,"US Post Office at 1310 N. Green River Rd., Evansville, IN 47715, United States",0,0,"['point_of_interest', 'establishment']","{'lat': 37.97592059999999, 'lng': -87.55208999999999}"
0,ChIJQ2waPVIrbogRe42U79rURP4,Bridges Autism Therapies,"2344 Washington Ave, Evansville, IN 47714, USA",5,7,"['health', 'point_of_interest', 'establishment']","{'lat': 37.9629783, 'lng': -87.5213797}"
0,ChIJ2X6NhnXVcYgRNN8ckr7zsYw,Lifesong Academy,"1900 Stringtown Rd, Evansville, IN 47711, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 37.9954091, 'lng': -87.55677399999999}"
0,ChIJ5QfbYzwrbogRyAbbebifrCk,Optimal Rhythms Inc,"1003 IN-662 W, Newburgh, IN 47630, USA",5,1,"['point_of_interest', 'establishment']","{'lat': 37.950835, 'lng': -87.4258683}"
0,ChIJ1RF0WdkqbogRrh0uvJ6kdhc,Easter Seals Rehabilitation Center,"3701 Bellemeade Ave, Evansville, IN 47714, USA",4.8,6,"['physiotherapist', 'doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 37.9672577, 'lng': -87.5049258}"
0,ChIJE1QmFh-r54kR4rVZ6pIARXo,"Advance Biomedical Treatment Center: Eileen Comia, MD","35 Jolley Dr #102, Bloomfield, CT 06002, USA",4.2,22,"['health', 'point_of_interest', 'establishment']","{'lat': 41.818972, 'lng': -72.72603699999999}"
0,ChIJCYylLcRU5okRd0VCdWMFnp8,Hyperbaric Medicine at Saint Francis,"500 Blue Hills Ave, Hartford, CT 06112, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 41.79961429999999, 'lng': -72.69499909999999}"
0,ChIJkfpiQ6Cs54kRoDncI6b923Y,Gengras Center,"1678 Asylum Ave, West Hartford, CT 06117, USA",5,1,"['point_of_interest', 'school', 'establishment']","{'lat': 41.7809411, 'lng': -72.72841729999999}"
0,ChIJizIDEBRT5okRhuxR8poPFX0,Institute of Living,"200 Retreat Ave, Hartford, CT 06114, USA",2.7,41,"['health', 'point_of_interest', 'establishment']","{'lat': 41.7498744, 'lng': -72.6831299}"
0,ChIJA3A_fumzVIgRmv3aOnfue30,Autism Therapeutic Services,"4525 Campground Rd, Fayetteville, NC 28314, USA",1,2,"['health', 'point_of_interest', 'establishment']","{'lat': 35.067195, 'lng': -78.968899}"
0,ChIJ3yYEE5gUq4kRN34NOL79G4M,Autism Therapeutic Services,"3649 Cape Center Dr, Fayetteville, NC 28304, USA",3.4,11,"['health', 'point_of_interest', 'establishment']","{'lat': 35.036323, 'lng': -78.938841}"
0,ChIJpcRkRttsq4kR0K4zW--9Qos,Autism Society of Nc,"1047 Murchison Rd # 128, Fayetteville, NC 28301, USA",5,2,"['point_of_interest', 'establishment']","{'lat': 35.0700358, 'lng': -78.8941858}"
0,ChIJv2IAYtlqq4kRf1elq6Deny8,"Priorities ABA, PLLC","269 Westlake Rd Suite 201, Fayetteville, NC 28314, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 35.077373, 'lng': -78.97972399999999}"
0,ChIJq6qqqjptq4kR_VV5koMfo94,Priorities Abapllc,"Fayetteville, NC 28303, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 35.0938365, 'lng': -78.9627624}"
