,place_id,formatted_phone_number,website,opening_hours,name,adr_address
0,ChIJ3_gahRCDQIgRtVLumOxb3-w,(937) 815-4986,http://autismsocietyofdayton.org/,,Autism Society of Dayton,"<span class=""street-address"">4801 Springfield St</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45431</span>, <span class=""country-name"">USA</span>"
0,ChIJfxTGjpqBQIgRP3RuMW8gcB0,(937) 278-4298,http://summitacademies.org/schools/dayton-elementary/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30 AM – 2:30 PM', 'Tuesday: 7:30 AM – 2:30 PM', 'Wednesday: 7:00 AM – 2:30 PM', 'Thursday: 7:30 AM – 2:30 PM', 'Friday: 7:30 AM – 2:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",Summit Academy Community School - DAYTON,"<span class=""street-address"">4128 Cedar Ridge Rd</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45414</span>, <span class=""country-name"">USA</span>"
0,ChIJCZ_MhPWeQIgR1jq-Azc45F4,(937) 878-8444,http://www.tbh.com/locations/dayton/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Trumpet Behavioral Health,"<span class=""street-address"">1750 Commerce Center Blvd</span>, <span class=""locality"">Fairborn</span>, <span class=""region"">OH</span> <span class=""postal-code"">45324-6333</span>, <span class=""country-name"">USA</span>"
0,ChIJbwVYS8CDQIgRIwQHm5WlkR8,(937) 641-3401,,,Dewitt Mary Beth,"<span class=""street-address"">1 Childrens Plaza</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45404-1898</span>, <span class=""country-name"">USA</span>"
0,ChIJ99hySHWJQIgRQIXq1ttJdxQ,(937) 388-5110,https://www.hopebridge.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 6:00 PM', 'Tuesday: 8:30 AM – 6:00 PM', 'Wednesday: 8:30 AM – 6:00 PM', 'Thursday: 8:30 AM – 6:00 PM', 'Friday: 8:30 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Hopebridge Autism Therapy Center,"<span class=""street-address"">9260 Marketplace Dr</span>, <span class=""locality"">Miamisburg</span>, <span class=""region"">OH</span> <span class=""postal-code"">45342-4917</span>, <span class=""country-name"">USA</span>"
0,ChIJS41fr8GDQIgRI1NSytdaN2g,(937) 641-3000,http://www.childrensdayton.org/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=location,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",Dayton Children's Hospital,"<span class=""street-address"">1 Childrens Plaza</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45404</span>, <span class=""country-name"">USA</span>"
0,ChIJbcFDBWV9P4gRFPzbG4j6IzM,(937) 723-8272,http://heartsforaba.com/,,Hearts For ABA,"<span class=""street-address"">4925 Fishburg Rd</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45424-5306</span>, <span class=""country-name"">USA</span>"
0,ChIJWagVj1p9P4gRh6Hbks_vfn4,,http://heartsforaba.com/,,Hearts For ABA,"<span class=""street-address"">4925 Fishburg Rd</span>, <span class=""locality"">Huber Heights</span>, <span class=""region"">OH</span> <span class=""postal-code"">45424</span>, <span class=""country-name"">USA</span>"
0,ChIJHbOMVLSGQIgR65yypVYZ3nQ,(937) 208-6719,http://www.miamivalleyhospital.org/Behavioral-Health/How-to-Reach-Us/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:00 PM', 'Tuesday: 8:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 4:00 PM', 'Thursday: 8:00 AM – 4:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",MVH Turning Point/ Outpatient Psychiatric Services,"<span class=""street-address"">627 Edwin C Moses Blvd</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45417</span>, <span class=""country-name"">USA</span>"
0,ChIJIcPhEbGGQIgRHFhVJQskg54,(937) 734-8333,http://sbhihelp.org/,,Samaritan Behavioral Health,"<span class=""street-address"">601 S Edwin C Moses Blvd</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45417-3424</span>, <span class=""country-name"">USA</span>"
0,ChIJbwVYS8CDQIgRXnrHSXVdAag,(937) 641-3000,https://www.childrensdayton.org/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=location,,Cancer and Blood Disorders Center,"<span class=""street-address"">1 Childrens Plaza</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45404</span>, <span class=""country-name"">USA</span>"
0,ChIJWRhzv_WEQIgRqF_5I2000qE,(937) 293-8300,http://www.southcommunity.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",South Community Specialized Youth Services,"<span class=""street-address"">3155 Elbee Rd #100</span>, <span class=""locality"">Moraine</span>, <span class=""region"">OH</span> <span class=""postal-code"">45439</span>, <span class=""country-name"">USA</span>"
0,ChIJlTO6POyOQIgRrRV_Q7e18n4,(937) 312-0900,http://www.appliedbehavioralservices.com/,,Applied Behavioral Services,"<span class=""street-address"">170 Spring Valley Pike # B</span>, <span class=""locality"">Dayton</span>, <span class=""region"">OH</span> <span class=""postal-code"">45458-3803</span>, <span class=""country-name"">USA</span>"
0,ChIJvZasfyDY3IARMOQGcVB96rk,(714) 750-0575,https://www.centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00 AM – 7:00 PM', 'Tuesday: 7:00 AM – 7:00 PM', 'Wednesday: 7:00 AM – 7:00 PM', 'Thursday: 7:00 AM – 7:00 PM', 'Friday: 7:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center for Autism and Related Disorders,"<span class=""street-address"">12399 Lewis St Suite 202</span>, <span class=""locality"">Garden Grove</span>, <span class=""region"">CA</span> <span class=""postal-code"">92840</span>, <span class=""country-name"">USA</span>"
0,ChIJPeQOuPRx3IARTBGdttAStb8,(760) 637-9996,http://www.acesaba.com/,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00 AM – 8:00 PM', 'Tuesday: 7:00 AM – 8:00 PM', 'Wednesday: 7:00 AM – 8:00 PM', 'Thursday: 7:00 AM – 8:00 PM', 'Friday: 7:00 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: Closed']}","ACES - Oceanside, CA","<span class=""street-address"">2928 Jefferson St #100</span>, <span class=""locality"">Carlsbad</span>, <span class=""region"">CA</span> <span class=""postal-code"">92028</span>, <span class=""country-name"">USA</span>"
0,ChIJSdgcUTRw3IARDVb5YCPs_XM,(951) 813-4034,http://cac.co/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30 AM – 6:00 PM', 'Tuesday: 7:30 AM – 6:00 PM', 'Wednesday: 7:30 AM – 6:00 PM', 'Thursday: 7:30 AM – 6:00 PM', 'Friday: 7:30 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Comprehensive Autism Center,"<span class=""street-address"">3355 Mission Ave Suite 221</span>, <span class=""locality"">Oceanside</span>, <span class=""region"">CA</span> <span class=""postal-code"">92057</span>, <span class=""country-name"">USA</span>"
0,ChIJY4AkDTJw3IARuu2bI7xGaJc,(760) 721-1706,http://www.teriinc.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:00 PM', 'Tuesday: 8:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 4:00 PM', 'Thursday: 8:00 AM – 4:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",TERI Learning Academy,"<span class=""street-address"">3225 Roymar Rd</span>, <span class=""locality"">Oceanside</span>, <span class=""region"">CA</span> <span class=""postal-code"">92054</span>, <span class=""country-name"">USA</span>"
0,ChIJnWG_fi1w3IAR-xQhGd1yfyI,(760) 721-1706,http://www.teriinc.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",TERI Campus of Life,"<span class=""street-address"">251 Airport Rd</span>, <span class=""locality"">Oceanside</span>, <span class=""region"">CA</span> <span class=""postal-code"">92058-1201</span>, <span class=""country-name"">USA</span>"
0,ChIJTxcilzMEK4cRI-2Lq43A2Y4,(602) 666-5101,http://centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center For Autism & Related Disorders,"<span class=""street-address"">1729 W Greentree Dr #103</span>, <span class=""locality"">Tempe</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85284</span>, <span class=""country-name"">USA</span>"
0,ChIJfcJCLVcGK4cR8E2SktT4Wjs,(480) 240-9255,http://aaed.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:00 PM', 'Tuesday: 8:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 4:00 PM', 'Thursday: 8:00 AM – 4:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Autism Academy for Education & Development Tempe Campus,"<span class=""street-address"">7541 S Willow Dr</span>, <span class=""locality"">Tempe</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85283</span>, <span class=""country-name"">USA</span>"
0,ChIJDR41CB4GK4cRSYinYlg1cBk,(866) 727-8274,http://www.autismtherapies.com/,,Autism Spectrum Therapies,"6905, <span class=""street-address"">4525 S College Ave</span>, <span class=""locality"">Tempe</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85282</span>, <span class=""country-name"">USA</span>"
0,ChIJ_9sp_WgIK4cRRgoaPt5IRVg,(480) 820-5186,http://austincenters.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30 AM – 4:00 PM', 'Tuesday: 7:30 AM – 4:00 PM', 'Wednesday: 7:30 AM – 4:00 PM', 'Thursday: 7:30 AM – 4:00 PM', 'Friday: 7:30 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",The ACES,"<span class=""street-address"">1515 S Indian Bend Rd</span>, <span class=""locality"">Tempe</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85281-4926</span>, <span class=""country-name"">USA</span>"
0,ChIJde_xAN2oK4cRjaB69yy4GLg,(623) 439-5368,http://aaed.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:00 PM', 'Tuesday: 8:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 4:00 PM', 'Thursday: 8:00 AM – 4:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Autism Academy for Education & Development,"<span class=""street-address"">2716 N Dobson Rd</span>, <span class=""locality"">Chandler</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85224</span>, <span class=""country-name"">USA</span>"
0,ChIJS3NhL3gIK4cRkc4APS9jRxc,(480) 420-6630,https://www.azaspireacademy.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 2:00 PM', 'Tuesday: 9:00 AM – 2:00 PM', 'Wednesday: 9:00 AM – 2:00 PM', 'Thursday: 9:00 AM – 2:00 PM', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",AZ Aspire Academy,"<span class=""street-address"">2150 E Southern Ave</span>, <span class=""locality"">Tempe</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85282</span>, <span class=""country-name"">USA</span>"
0,ChIJ20Uieb4OK4cRjQ_lWGhLrh0,(602) 773-5773,http://www.azaunited.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Arizona Autism United (AZA United),"<span class=""street-address"">5025 E Washington St #212</span>, <span class=""locality"">Phoenix</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85034</span>, <span class=""country-name"">USA</span>"
0,ChIJm9-lCtQSYogR8qsZZCLP-II,(256) 882-2457,http://therileycenter.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",The Riley Behavioral And Educational Center,"<span class=""street-address"">306 Wynn Dr NW</span>, <span class=""locality"">Huntsville</span>, <span class=""region"">AL</span> <span class=""postal-code"">35805</span>, <span class=""country-name"">USA</span>"
0,ChIJ31vqOIplYogR-V-4SJtDXMY,(256) 489-8660,http://www.madisonaba.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Madison Behavior Therapy,"<span class=""street-address"">475 Providence Main St NW suite 201</span>, <span class=""locality"">Huntsville</span>, <span class=""region"">AL</span> <span class=""postal-code"">35806</span>, <span class=""country-name"">USA</span>"
0,ChIJqxgjyVY0w4ARJnDRwnsHEwQ,(909) 259-5600,http://centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center For Autism & Related Disorders,"<span class=""street-address"">2151 E Convention Center Way #103</span>, <span class=""locality"">Ontario</span>, <span class=""region"">CA</span> <span class=""postal-code"">91764</span>, <span class=""country-name"">USA</span>"
0,ChIJ1YUcqls0w4ARywIyv3sMH7I,(866) 727-8274,http://autismtherapies.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Autism Spectrum Therapies,"<span class=""street-address"">337 N Vineyard Ave Suite 301</span>, <span class=""locality"">Ontario</span>, <span class=""region"">CA</span> <span class=""postal-code"">91764</span>, <span class=""country-name"">USA</span>"
0,ChIJMeFsQZ01w4ARjupojGyrG5A,(909) 484-2848,http://www.abcreal.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Applied Behavior Consultants,"<span class=""street-address"">800 Ferrari Ln #100</span>, <span class=""locality"">Ontario</span>, <span class=""region"">CA</span> <span class=""postal-code"">91764</span>, <span class=""country-name"">USA</span>"
0,ChIJZ_WiiZ81w4ARtZ7PUljQh7E,(909) 476-6464,http://www.sunnydays.com/,,Sunny Days Inc,"<span class=""street-address"">3602 Inland Empire Blvd</span>, <span class=""locality"">Ontario</span>, <span class=""region"">CA</span> <span class=""postal-code"">91764-4912</span>, <span class=""country-name"">USA</span>"
0,ChIJoUcbNQZeYIgRj-oB4zPUyWY,(423) 531-6961,http://chattanoogaautismcenter.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 4:00 PM', 'Tuesday: 9:00 AM – 4:00 PM', 'Wednesday: 9:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 4:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Chattanooga Autism Center,"<span class=""street-address"">1400 McCallie Ave #100</span>, <span class=""locality"">Chattanooga</span>, <span class=""region"">TN</span> <span class=""postal-code"">37404</span>, <span class=""country-name"">USA</span>"
